,cousine,business_id
14533,Vietnamese,FNZqovk1ZWI_z2YHw3b95w
14534,Chinese,yBvj8B6e0Bj7TRM2743Afw
14535,Buffets,0tSPaRpSS_YHLQFcqmAbHA
14536,Bakeries,xC3s402bu9HBJwvH0RUUZg
14537,Food,xC3s402bu9HBJwvH0RUUZg
14538,Delis,xC3s402bu9HBJwvH0RUUZg
14539,Italian,5cIen1hlpeO_M1jVKBQR-g
14540,Steakhouses,5cIen1hlpeO_M1jVKBQR-g
14541,Burgers,GAPqG0WNBBidKeZTMpEZ-w
14542,Breakfast & Brunch,GAPqG0WNBBidKeZTMpEZ-w
14543,American (Traditional),GAPqG0WNBBidKeZTMpEZ-w
14544,Japanese,pPDVpf3daNYrV15_qiUKQA
14545,Italian,MpVwB1rZc8R8J5v1p9xuYw
14546,Food,tc6V9KpFw_wAiY9mGXmmOw
14547,Coffee & Tea,tc6V9KpFw_wAiY9mGXmmOw
14548,Juice Bars & Smoothies,tc6V9KpFw_wAiY9mGXmmOw
14549,Sandwiches,tc6V9KpFw_wAiY9mGXmmOw
14550,Steakhouses,WTs8IPuRmtCP-A_KF6-kBg
14551,Italian,bt9J3GgjArWCTfyoa3naEw
14552,Mexican,k4neVInMGVKOdW458keDlw
14553,Pizza,QtWleJLRz8Ub-54oW1EBEQ
14554,Buffets,QtWleJLRz8Ub-54oW1EBEQ
14555,Food,6jCcIZcdhNPVep1oeUvegg
14556,Coffee & Tea,6jCcIZcdhNPVep1oeUvegg
14557,Breakfast & Brunch,6jCcIZcdhNPVep1oeUvegg
14558,American (Traditional),PmcWlvxkElP0LWwCes8k3A
14559,Seafood,9HwUkbKAv7dO3MGlkkJJSg
14560,Steakhouses,9HwUkbKAv7dO3MGlkkJJSg
14561,Tapas Bars,girHOrL-3_pZGw7INEoehQ
14562,Spanish,girHOrL-3_pZGw7INEoehQ
14563,Mediterranean,dn9sB0Kok8cnkDhpcl7YCg
14564,Middle Eastern,dn9sB0Kok8cnkDhpcl7YCg
14565,Delis,ar-6W8OSrY5v3n2JbmEqQw
14566,Burgers,LNdwp-9Isnd6xmBKUz4K_A
14567,Fast Food,LNdwp-9Isnd6xmBKUz4K_A
14568,Bars,MXOdsPTLQPsQK9hUq01DWg
14569,American (Traditional),MXOdsPTLQPsQK9hUq01DWg
14570,Pubs,MXOdsPTLQPsQK9hUq01DWg
14571,Nightlife,MXOdsPTLQPsQK9hUq01DWg
14572,Sports Bars,MXOdsPTLQPsQK9hUq01DWg
14573,American (Traditional),BfDgmYTPfD1eEs21On4FXA
14574,Sandwiches,u4uJjR7DM4pd7Zp5gLXlMQ
14575,Mexican,Vb93xlZKcSuuuZoAkIFCxw
14576,American (Traditional),oDhW8nHK3wxxpNGsebByeg
14577,Burgers,WmUcv3Pvoc1DyhE_HMNPKw
14578,Steakhouses,WmUcv3Pvoc1DyhE_HMNPKw
14579,Buffets,WmUcv3Pvoc1DyhE_HMNPKw
14580,Gluten-Free,Jd5sLVzE_p_LfJMBmbOhSA
14581,Sandwiches,Jd5sLVzE_p_LfJMBmbOhSA
14582,Vegan,Jd5sLVzE_p_LfJMBmbOhSA
14583,American (Traditional),aHGcI-KGitnGRco_D_I9Ag
14584,Burgers,ehaKxqZX0nn-rvFFhhL0hA
14585,American (Traditional),ehaKxqZX0nn-rvFFhhL0hA
14586,Sandwiches,ehaKxqZX0nn-rvFFhhL0hA
14587,Fast Food,HtCBdg3ItYV5NoeGpm4mjw
14588,Chicken Wings,HtCBdg3ItYV5NoeGpm4mjw
14589,Tapas Bars,X45hvN2Z1gh5R4dPgXbVyQ
14590,Spanish,X45hvN2Z1gh5R4dPgXbVyQ
14591,Italian,3XN1taTQqQKC8nl3DgMM1A
14592,Delis,m9K8o-paI6w500w9P8G9pg
14593,Italian,m9K8o-paI6w500w9P8G9pg
14594,American (New),4zG4BIOz8pJ_mT3zsDIPew
14595,Sushi Bars,U8RIy3r16fmuneo2stVuOA
14596,Seafood,xxZHUf4my1RMwGIp-sR_yA
14597,Polish,dqncTW-gl0UgLhfjZcUgCA
14598,Bakeries,v8cTq3_Ll2E8_EvD0dCsow
14599,Food,v8cTq3_Ll2E8_EvD0dCsow
14600,Breakfast & Brunch,v8cTq3_Ll2E8_EvD0dCsow
14601,Pizza,jwFhx-zr9y__B-n1jlRNFQ
14602,Italian,jwFhx-zr9y__B-n1jlRNFQ
14603,Sandwiches,cc9KFNrcY9gA7t9D1a3FpA
14604,Burgers,4wYG8byvCI62xTWKpOSwdQ
14605,Fast Food,4wYG8byvCI62xTWKpOSwdQ
14606,Italian,pwpl-rxwNRQdgqFz_-qMPg
14607,Pizza,pwpl-rxwNRQdgqFz_-qMPg
14608,Sandwiches,pwpl-rxwNRQdgqFz_-qMPg
14609,Mexican,A94NOSOZX65y6LMpLSIcFA
14610,Food,CXAma-3il9i45krjt5jFqw
14611,Coffee & Tea,CXAma-3il9i45krjt5jFqw
14612,Sandwiches,CXAma-3il9i45krjt5jFqw
14613,Pizza,TI-4Yp-hvVimC3LJP0f59Q
14614,Indian,D_BMUHbZk67hzRcK3xQQmg
14615,Fish & Chips,MdikV2_TNKgrPkcsG4g6Uw
14616,Pizza,SDs4eWoV-cpJystzTAH0qg
14617,Italian,SDs4eWoV-cpJystzTAH0qg
14618,Greek,KH8BMOHWAwBXCngmHxOXOQ
14619,Fast Food,_uUlWKhPmjFUUxOSS-EP_w
14620,Thai,VAeiLMTICw2CSFpy28CsWQ
14621,Bakeries,Y-PnvV-q4HYLIy19ubVmXQ
14622,Food,Y-PnvV-q4HYLIy19ubVmXQ
14623,Sandwiches,Y-PnvV-q4HYLIy19ubVmXQ
14624,Fast Food,AOC-PL22fh07IwzWRCsHCg
14625,Bakeries,-fyBn3AEb5zFgBJoWcX34Q
14626,Food,-fyBn3AEb5zFgBJoWcX34Q
14627,Fast Food,-fyBn3AEb5zFgBJoWcX34Q
14628,Sushi Bars,0idZ5QJ_divjmPyDzqktZA
14629,Japanese,0idZ5QJ_divjmPyDzqktZA
14630,Barbeque,mTglPwCwp06cPmBE2nmgbw
14631,Italian,H4dVXq2agIkeiP6_lidkOQ
14632,Seafood,Rx-1jd5iQaOas3YdpC156Q
14633,Seafood,W02omIznNSxLYzntkO63lA
14634,Chinese,0SQmfh7ppX3HnYx9SxmReA
14635,Greek,YBgVpwjdYtEyoW4Tf70qqg
14636,Italian,C6lM880c3gEdk_9ZjtKYWA
14637,Pizza,C6lM880c3gEdk_9ZjtKYWA
14638,Chicken Wings,C6lM880c3gEdk_9ZjtKYWA
14639,Thai,umd0u_uWftPoIcW7v53z1g
14640,Bars,Zls4XLThHK6sm8NI4_OCEg
14641,Nightlife,Zls4XLThHK6sm8NI4_OCEg
14642,British,Zls4XLThHK6sm8NI4_OCEg
14643,Buffets,A26vuVTI2wwWUVKbykemEw
14644,Breakfast & Brunch,xHD59Rom-6RWDvecdl5M4w
14645,Italian,gQ6eQYwkJiKjcr9nQJO0og
14646,Bars,DK-SRzWGFPykx4pIvsF6_A
14647,Chicken Wings,DK-SRzWGFPykx4pIvsF6_A
14648,Nightlife,DK-SRzWGFPykx4pIvsF6_A
14649,Karaoke,DK-SRzWGFPykx4pIvsF6_A
14650,Sports Bars,DK-SRzWGFPykx4pIvsF6_A
14651,American (New),sRhfzx8P_VAdmofWMSPD3A
14652,German,ask-mVRByAVOrHAgGxySoA
14653,Japanese,0l028v-NfBCDW2sVkfqDRQ
14654,Sushi Bars,U45yIcB67VA6XGJR6oMQlg
14655,Japanese,U45yIcB67VA6XGJR6oMQlg
14656,Mexican,7DLXPGS8l6ofVIUELHpvMw
14657,Pubs,Qjl6aqudDq7LJYEC8uCkdw
14658,Bars,Qjl6aqudDq7LJYEC8uCkdw
14659,Nightlife,Qjl6aqudDq7LJYEC8uCkdw
14660,Gastropubs,Qjl6aqudDq7LJYEC8uCkdw
14661,Pakistani,m9AeGCo-UFmdtFAfJiPjOw
14662,Indian,m9AeGCo-UFmdtFAfJiPjOw
14663,Halal,m9AeGCo-UFmdtFAfJiPjOw
14664,Delis,W60Wa4fltX85k3T9VoKOjg
14665,Sandwiches,UnpufJ2XBZd27f8X-Zz7eA
14666,Sushi Bars,sD38Tp5O4W06Bx-DxeW9oQ
14667,Japanese,sD38Tp5O4W06Bx-DxeW9oQ
14668,Steakhouses,Hieqsu3u1peZ2I2jPwiKHw
14669,Italian,9KkLGqb-D-cysttQzIl6ww
14670,American (New),9KkLGqb-D-cysttQzIl6ww
14671,Seafood,_5k83wy9_5NpErw7Ecgt3g
14672,American (New),_5k83wy9_5NpErw7Ecgt3g
14673,American (New),OiCxoAIoBvEWxf7p1qVVmA
14674,Mediterranean,OiCxoAIoBvEWxf7p1qVVmA
14675,Breakfast & Brunch,bGj9djLAHjNR55OXsIDrAg
14676,American (New),bGj9djLAHjNR55OXsIDrAg
14677,Cafes,bGj9djLAHjNR55OXsIDrAg
14678,Buffets,zTCCbg7mGslxACL5KlAPIQ
14679,Pubs,_ZyFytyHTuYJoZgwj7yitQ
14680,Bars,_ZyFytyHTuYJoZgwj7yitQ
14681,American (Traditional),_ZyFytyHTuYJoZgwj7yitQ
14682,Nightlife,_ZyFytyHTuYJoZgwj7yitQ
14683,Thai,a4cMKOjdVLTmJNhRl6-17g
14684,Food,eL7RUC_jGRLBkmkvFqkAlQ
14685,Korean,eL7RUC_jGRLBkmkvFqkAlQ
14686,Grocery,eL7RUC_jGRLBkmkvFqkAlQ
14687,American (Traditional),hD_tY2zhUv7vMq6e9sg1ug
14688,Diners,hD_tY2zhUv7vMq6e9sg1ug
14689,Mediterranean,j7n42b5qDMJR68q3Dv9u6A
14690,Food,rh6Ieo2hIejppvew2bVL0A
14691,Food Delivery Services,rh6Ieo2hIejppvew2bVL0A
14692,Sandwiches,rh6Ieo2hIejppvew2bVL0A
14693,Italian,8Pzdk19tA2bKlKDSgwWqoQ
14694,Chinese,Ieuv-XET6SR_qIscZzgD-A
14695,Fast Food,Xk5iznUPktX7wx3dlRVWUA
14696,African,Xk5iznUPktX7wx3dlRVWUA
14697,Delis,pI70lagk6M2cHExvRGBEyg
14698,Sandwiches,pI70lagk6M2cHExvRGBEyg
14699,Seafood,R6GR8szQ8H5alZ9CNLmJyA
14700,Fast Food,R6GR8szQ8H5alZ9CNLmJyA
14701,Fish & Chips,R6GR8szQ8H5alZ9CNLmJyA
14702,Mexican,QJP-bRQvtGvShgs4AnvZKw
14703,Cafes,S3iZm7-MKPhvXWZRPqC_Og
14704,Breakfast & Brunch,1IV0_7A_CIhc7P_lHezqZQ
14705,Thai,n2vuEfMHtM1ZE2LR9ppLXg
14706,Chinese,n2vuEfMHtM1ZE2LR9ppLXg
14707,Food,DWZM3Qw0WJminDcXoBE_eA
14708,Burgers,DWZM3Qw0WJminDcXoBE_eA
14709,American (Traditional),DWZM3Qw0WJminDcXoBE_eA
14710,"Beer, Wine & Spirits",DWZM3Qw0WJminDcXoBE_eA
14711,Steakhouses,CVwRUEQImw-no7KtvpVxwA
14712,Food,CMTDZRDnv_O0rwAvRVbjvg
14713,Coffee & Tea,CMTDZRDnv_O0rwAvRVbjvg
14714,Vietnamese,CMTDZRDnv_O0rwAvRVbjvg
14715,Sandwiches,EkjNhGaNLMPjG2cMhdPnog
14716,Buffets,kbjwpfsKEvsEOVUsxSbbSA
14717,Greek,Cr-gW3LxHKlNS_8v7dszdQ
14718,Vietnamese,tMpFSMGrXz8dzvB9UZ69XA
14719,Mexican,95zGhhpLipJ-XgUQUoIpNg
14720,Seafood,VrqEeynr7KqucvEjpz8w_g
14721,Italian,VrqEeynr7KqucvEjpz8w_g
14722,Burgers,4YfXP-NxQXntqi0qAknU5g
14723,Mexican,4YfXP-NxQXntqi0qAknU5g
14724,Thai,le1VmOg0-REuXCFr_FeG0g
14725,American (New),UIfORCz28cEGMr_9p0eJ5g
14726,Bars,32f43CI5i1oCleGZG5kQFA
14727,Mexican,32f43CI5i1oCleGZG5kQFA
14728,Nightlife,32f43CI5i1oCleGZG5kQFA
14729,American (New),32f43CI5i1oCleGZG5kQFA
14730,Sports Bars,32f43CI5i1oCleGZG5kQFA
14731,Wine Bars,FrPm9l_CmSwBe8TCEiQnUg
14732,Bars,FrPm9l_CmSwBe8TCEiQnUg
14733,Mediterranean,FrPm9l_CmSwBe8TCEiQnUg
14734,Nightlife,FrPm9l_CmSwBe8TCEiQnUg
14735,Thai,IkSF5GEHcl7DePGlXksl5A
14736,Barbeque,fUvt8TzKQ21NnTSShm7I-g
14737,Hawaiian,fUvt8TzKQ21NnTSShm7I-g
14738,American (Traditional),YYy3aQoLvjLhXPkpB32uzA
14739,Barbeque,R0TyGazD5a0Wc7QkIAUTJQ
14740,Pizza,5weJ3DRKwvQ9claomkYq9w
14741,Buffets,RUz4d1D83xRRXcc-ffkM5g
14742,Chinese,RTM18qIdRT4Zt062MaqHXw
14743,Seafood,jaNxEHBLWuKhQ-lyex5EKw
14744,Italian,jaNxEHBLWuKhQ-lyex5EKw
14745,Burgers,kOLyU95VflUBeyh3LEvruQ
14746,Fast Food,kOLyU95VflUBeyh3LEvruQ
14747,Food,dfkmSx2CkO_ORwujV5p5Ag
14748,Ice Cream & Frozen Yogurt,dfkmSx2CkO_ORwujV5p5Ag
14749,Coffee & Tea,dfkmSx2CkO_ORwujV5p5Ag
14750,Sandwiches,dfkmSx2CkO_ORwujV5p5Ag
14751,Sandwiches,JcYf2kgpAgkpWq_7lf6I4Q
14752,Pizza,JcYf2kgpAgkpWq_7lf6I4Q
14753,Chicken Wings,JcYf2kgpAgkpWq_7lf6I4Q
14754,Scottish,hIFwQ-8D83TtnLfK0eH5Qw
14755,Mexican,KGX7O-_WqOIy9o7u9NOa9A
14756,Mexican,Dq6NZW66eTf-WjhT7MlvUw
14757,American (New),6P2DqisDHtmD4Lvs2sMP-A
14758,American (New),gMhbZgkF6G040yPEXlTBvQ
14759,Cafes,gMhbZgkF6G040yPEXlTBvQ
14760,Bars,JauLZ0TL3D3VIGtSnStzhA
14761,American (New),JauLZ0TL3D3VIGtSnStzhA
14762,American (Traditional),JauLZ0TL3D3VIGtSnStzhA
14763,Nightlife,JauLZ0TL3D3VIGtSnStzhA
14764,Pizza,H5e_LE7vrwKc5QQBSJ6PMQ
14765,Food,PLLM4iCYy_OrT-53IZ88Qw
14766,Desserts,PLLM4iCYy_OrT-53IZ88Qw
14767,Vegetarian,PLLM4iCYy_OrT-53IZ88Qw
14768,Indian,PLLM4iCYy_OrT-53IZ88Qw
14769,Buffets,zT6-dsC8HiDlQI6AjYuHRg
14770,Mexican,V4wiGd78Si52Gys9gmoZCg
14771,American (Traditional),i41M_To0DAxuzZIGvU1wyg
14772,Mexican,i41M_To0DAxuzZIGvU1wyg
14773,Indian,qsmCTI0O_Nydfjk7PZYBCw
14774,Bakeries,23g7ZqhFgmvJzYcYX27ZGA
14775,Food,23g7ZqhFgmvJzYcYX27ZGA
14776,Sandwiches,23g7ZqhFgmvJzYcYX27ZGA
14777,Chinese,CBkGxR3tZjR91bmI0gUuBQ
14778,American (Traditional),DSmf2pEVsFck1Hc0JBx0Vw
14779,Thai,NU-zCTASWAWs4Q3urXH34g
14780,Mexican,XWgsRwCgUfd5xDdNwGyMTA
14781,Mexican,BgrYM_W9X_5_fp7ek8zzwQ
14782,American (Traditional),IJq0aAlD-johUS4IzJjA1w
14783,Mexican,gtai_-E-WUGr_8tYYik59A
14784,Sandwiches,_Qf-XtG2vm9L_aZB8zc28g
14785,Pizza,-CAxtEWbiPIJlpbWq4qz2A
14786,Buffets,M2JvjVYkIJMIuvTiO8La9g
14787,Mediterranean,cTUy1cEkxWeE0eoU_P9SNA
14788,American (Traditional),87c_9LY4OqjtlJ9zsd5Oow
14789,Chinese,Hlu6geDGG44x_Vk9sP_-Vg
14790,Thai,th4uGmjyjPnQpN-ukf20PA
14791,Vietnamese,th4uGmjyjPnQpN-ukf20PA
14792,Pizza,iNmkxoGYPGfTIflQb1SvPw
14793,American (Traditional),vN_Dpq_67Um_AA1agBDs3w
14794,Gastropubs,NBuRmwDNdYoFq5CP-jlyzQ
14795,Scandinavian,NBuRmwDNdYoFq5CP-jlyzQ
14796,Breakfast & Brunch,NBuRmwDNdYoFq5CP-jlyzQ
14797,Nightlife,zFJlGyf9maOrBIgttEFp2w
14798,Seafood,zFJlGyf9maOrBIgttEFp2w
14799,Bars,zFJlGyf9maOrBIgttEFp2w
14800,Lounges,zFJlGyf9maOrBIgttEFp2w
14801,Sandwiches,tomw3dn386aTe6RGOxn5BQ
14802,Middle Eastern,4U0lz6WgowkETK3YaIT8sg
14803,Latin American,djZW3h3YSVkOoidnKnFb-A
14804,American (New),qqckmITTtyQkkwhrfc8HRw
14805,Mexican,FKbLmiEDKqDolWzMXeusUQ
14806,Pizza,nd1hq7xxzrL_s420QqhDjw
14807,Steakhouses,oGLGmDK56HDJJ3-yvTruEA
14808,Fast Food,oIwKhqTtHRebTW9jPiBTrw
14809,Mexican,oIwKhqTtHRebTW9jPiBTrw
14810,Tex-Mex,oIwKhqTtHRebTW9jPiBTrw
14811,Chinese,NdQMBelvH0TTe1pIrnFYmA
14812,Food,FDWo5X_XoBVCaro22r2sUw
14813,Korean,FDWo5X_XoBVCaro22r2sUw
14814,Vietnamese,po3QfLD7vINIFtyYTgkEMQ
14815,Vietnamese,HOrfsgClwysVlDv1Vp7PIg
14816,Thai,6VbM5hHuI0g8oKRSnJOqpw
14817,Diners,KIgzEq8CrCLQV7k6Op5NIQ
14818,Mexican,57gnA8qjuFDtUvKMLmtR8A
14819,Mexican,he_b4txorHTrKjH5DnnmdQ
14820,Chinese,MgMh64Y-gfu7pnak0oqF7g
14821,Sushi Bars,EYx9LkprbYnt3gUG_PRdKQ
14822,Japanese,EYx9LkprbYnt3gUG_PRdKQ
14823,Diners,knLSows1coxal0jKtFGl8Q
14824,Pubs,eQX9DwovKIwB5FncvOMhMQ
14825,Irish,eQX9DwovKIwB5FncvOMhMQ
14826,Nightlife,eQX9DwovKIwB5FncvOMhMQ
14827,Bars,eQX9DwovKIwB5FncvOMhMQ
14828,Mexican,Tkj0OoSsnwLBwnvJz9AAtw
14829,Italian,THq4W2p3emLdTJEP8f6cbQ
14830,American (New),THq4W2p3emLdTJEP8f6cbQ
14831,Breakfast & Brunch,Mdb3HCakHXN3gqAz3RRb1Q
14832,American (New),nlbZs9GkO_ZJk3qg9ZBSxw
14833,Cafes,Q0tWheeEldwr0OKHTHB79g
14834,American (New),Q0tWheeEldwr0OKHTHB79g
14835,Burgers,5XU8ys_TsulI-FJ5nzuNvg
14836,Breakfast & Brunch,5XU8ys_TsulI-FJ5nzuNvg
14837,American (Traditional),5XU8ys_TsulI-FJ5nzuNvg
14838,Italian,IuYs9ys6bwhK-s2_sUKsbQ
14839,Pizza,IuYs9ys6bwhK-s2_sUKsbQ
14840,Sandwiches,IuYs9ys6bwhK-s2_sUKsbQ
14841,Japanese,hoy0dMyKvspyMCFanDX2Yg
14842,Italian,2JoFCMaPY81rHG_FDxrUzw
14843,Delis,22K8kQzK4UtLwQAwOCf0MA
14844,Mexican,1n1nP996n7h36qKMlukAQg
14845,American (Traditional),immAndhZ-o1qrlFrIw8YjQ
14846,Fast Food,K2XRxr7Cvnsz5AoNgrWPLQ
14847,Nightlife,GeHwru6TVDyVErFc92Nn2w
14848,Seafood,GeHwru6TVDyVErFc92Nn2w
14849,Steakhouses,GeHwru6TVDyVErFc92Nn2w
14850,Bars,GeHwru6TVDyVErFc92Nn2w
14851,Nightlife,k6PuJ964NF2NEoXoOg0ijA
14852,Bars,k6PuJ964NF2NEoXoOg0ijA
14853,American (Traditional),k6PuJ964NF2NEoXoOg0ijA
14854,Sports Bars,k6PuJ964NF2NEoXoOg0ijA
14855,Burgers,hxw-JWXKkYOSjZP0iZlj7g
14856,American (Traditional),hxw-JWXKkYOSjZP0iZlj7g
14857,Sandwiches,hxw-JWXKkYOSjZP0iZlj7g
14858,Chinese,wZzUPdHpG2PM09evT72RMw
14859,Mexican,r7FsXCWuomxjurxwQINnsw
14860,Fast Food,esapuP4e4A8FDlBhCE8S-w
14861,Seafood,KcdZ5y6a88nH846sNLeVWA
14862,Cheesesteaks,ZWuO-YghNqtcAO7Ar-MFEg
14863,Fast Food,ZWuO-YghNqtcAO7Ar-MFEg
14864,Sandwiches,ZWuO-YghNqtcAO7Ar-MFEg
14865,American (New),OZZjgwmc0ijdGN-IMYBzhg
14866,Breakfast & Brunch,nIX7WiUPekK5YpiRQorxlQ
14867,Burgers,xDhGewAN-AaycOzK0H5GQA
14868,Pizza,RCAiM58UdsGl94QA7HeCAQ
14869,American (Traditional),IqOTL8BDF1PS5DAgD9oHnA
14870,Greek,wtD7EvFhxt8EeNODbl1G_A
14871,Mediterranean,wtD7EvFhxt8EeNODbl1G_A
14872,Korean,vPnwX30Gn0oa4dVBL0W4Ww
14873,Buffets,vPnwX30Gn0oa4dVBL0W4Ww
14874,Barbeque,vPnwX30Gn0oa4dVBL0W4Ww
14875,Food,oHoY4vX_wqnXHGLDhviveA
14876,Juice Bars & Smoothies,oHoY4vX_wqnXHGLDhviveA
14877,Cafes,oHoY4vX_wqnXHGLDhviveA
14878,Burgers,N8uXuqa_Pee3PuUD_oU8EQ
14879,American (Traditional),RBoU_WZIPnZBNlbb2DHzHA
14880,Diners,RBoU_WZIPnZBNlbb2DHzHA
14881,Fish & Chips,zrYGuOyAgBO-oK6t9GPLuQ
14882,Seafood,a8_lHwlsqvsEub43vgYqrw
14883,American (Traditional),a8_lHwlsqvsEub43vgYqrw
14884,Bars,KVYSUfN89b-nih-_9HhF6g
14885,American (New),KVYSUfN89b-nih-_9HhF6g
14886,Nightlife,KVYSUfN89b-nih-_9HhF6g
14887,Dance Clubs,KVYSUfN89b-nih-_9HhF6g
14888,Burgers,eRhl0bBMEeCRaOJ8gbSw9Q
14889,Fast Food,eRhl0bBMEeCRaOJ8gbSw9Q
14890,Hot Dogs,eRhl0bBMEeCRaOJ8gbSw9Q
14891,Mexican,LBskB7ACUPV8xxjBPKnxmA
14892,Latin American,Ei1iQVVjhS3REUbmjUg5Fg
14893,Bars,xsSnuGCCJD4OgWnOZ0zB4A
14894,American (Traditional),xsSnuGCCJD4OgWnOZ0zB4A
14895,Pubs,xsSnuGCCJD4OgWnOZ0zB4A
14896,Nightlife,xsSnuGCCJD4OgWnOZ0zB4A
14897,Barbeque,xsSnuGCCJD4OgWnOZ0zB4A
14898,Burgers,WjT_DJivd3I98FxDgEZpTQ
14899,American (Traditional),WjT_DJivd3I98FxDgEZpTQ
14900,Fast Food,WjT_DJivd3I98FxDgEZpTQ
14901,Bars,CwWLLNmlH6NarP2gsGQTSA
14902,Sushi Bars,CwWLLNmlH6NarP2gsGQTSA
14903,Japanese,CwWLLNmlH6NarP2gsGQTSA
14904,Nightlife,CwWLLNmlH6NarP2gsGQTSA
14905,Lounges,CwWLLNmlH6NarP2gsGQTSA
14906,Food,y_tiOBglwo64dN_J6h6rtQ
14907,Ice Cream & Frozen Yogurt,y_tiOBglwo64dN_J6h6rtQ
14908,Fast Food,y_tiOBglwo64dN_J6h6rtQ
14909,Vegetarian,pxcERfGuSKD9KHYlfmc1HA
14910,Delis,pxcERfGuSKD9KHYlfmc1HA
14911,Hot Dogs,uah5bJG_bYhHFe0p1t1m0w
14912,Hot Dogs,o0Sm7tDF8wx6w9F2ZbdG2w
14913,Food,sZAzeccYUVPjlkrlMooV-g
14914,Juice Bars & Smoothies,sZAzeccYUVPjlkrlMooV-g
14915,Filipino,sZAzeccYUVPjlkrlMooV-g
14916,Mexican,OrF48GFHheuCie9cMYkldA
14917,Sandwiches,_5qkBSljHlRo5B9GQLDp3w
14918,Bars,RLEjGD16LHN9SCJrFUj8xw
14919,American (Traditional),RLEjGD16LHN9SCJrFUj8xw
14920,Sports Bars,RLEjGD16LHN9SCJrFUj8xw
14921,Nightlife,RLEjGD16LHN9SCJrFUj8xw
14922,Sandwiches,FdFyXE6qgDSNGyfVzTsJmA
14923,Fast Food,xj8qUeH_SEUgieSTSwXMvA
14924,American (Traditional),px45x27eir8RyN6YjX-VWQ
14925,American (Traditional),uK02Gc9r2lqgbLoG3aznTg
14926,Buffets,U4LQUO2VYiittefTYBd4oQ
14927,Mexican,EreqxAEKm62XtDMRYXglDw
14928,Sandwiches,wLK4Ifw0XGlaeOD125PrEQ
14929,Seafood,o2vKya6WSNcMNTxAcJsF1g
14930,Mexican,o2vKya6WSNcMNTxAcJsF1g
14931,Sushi Bars,15srJBiBZBt0iKsWSABwRg
14932,Japanese,15srJBiBZBt0iKsWSABwRg
14933,American (Traditional),1ulwCamdqoX-SdMTcOhHDw
14934,Cafes,1ulwCamdqoX-SdMTcOhHDw
14935,Burgers,5_tsOGJQDDl9iKOr8K79Rw
14936,Mexican,ScvhAJe5lIJ7_SIvNTDfgg
14937,Chinese,Ncb_n30Bn-gfl7WeYPXq2w
14938,Indian,sOliNuSVFm8rzB8XNWSVZg
14939,Food,Z5v1F-tAV897ZmM32N0wfQ
14940,Grocery,Z5v1F-tAV897ZmM32N0wfQ
14941,Indian,Z5v1F-tAV897ZmM32N0wfQ
14942,Buffets,Z5v1F-tAV897ZmM32N0wfQ
14943,Asian Fusion,kIFYMeaYAQ44wQVQSO2qqA
14944,Dim Sum,kIFYMeaYAQ44wQVQSO2qqA
14945,Chinese,kIFYMeaYAQ44wQVQSO2qqA
14946,Modern European,9XvGXgkkkEhKw819LcPogQ
14947,Bars,9XvGXgkkkEhKw819LcPogQ
14948,French,9XvGXgkkkEhKw819LcPogQ
14949,Wine Bars,9XvGXgkkkEhKw819LcPogQ
14950,Event Planning & Services,9XvGXgkkkEhKw819LcPogQ
14951,Nightlife,9XvGXgkkkEhKw819LcPogQ
14952,Hotels & Travel,9XvGXgkkkEhKw819LcPogQ
14953,Hotels,9XvGXgkkkEhKw819LcPogQ
14954,Greek,vnnZKz4MhVtC7S3QdQPnfw
14955,American (Traditional),vnnZKz4MhVtC7S3QdQPnfw
14956,Mediterranean,vnnZKz4MhVtC7S3QdQPnfw
14957,Thai,HeZjAnSpfQ4-gVn_ZykZ9w
14958,Mexican,WcawfXDP0k8UfLyEoz_cvg
14959,Asian Fusion,H6F8CVOFILdnSUQtmvy_zQ
14960,Thai,GFcKf648xaDTdJcymIm2rQ
14961,Japanese,GFcKf648xaDTdJcymIm2rQ
14962,Buffets,6Sju5af4E0CnxngJcE1RPQ
14963,Fast Food,ihMUU9D2mcgrp7fi8lmqJg
14964,Italian,X5ym_bvxZYMpe2ovDKWV7w
14965,Nightlife,crSme9ZoLQNMtRGxv0htTw
14966,Bars,crSme9ZoLQNMtRGxv0htTw
14967,American (Traditional),crSme9ZoLQNMtRGxv0htTw
14968,Sports Bars,crSme9ZoLQNMtRGxv0htTw
14969,Mexican,d6CUe9LjkFFqYtt7WuW5Lg
14970,American (New),uBXSxanoPdT_Jc_x0_7ggg
14971,Cuban,GV1P1x9eRb4iZHCxj5_IjA
14972,Cafes,GV1P1x9eRb4iZHCxj5_IjA
14973,Barbeque,BosUOpPIn6a-jvyakJ-WGg
14974,Pubs,sCP15vpcbWEGqhNtFFd1AQ
14975,Bars,sCP15vpcbWEGqhNtFFd1AQ
14976,Nightlife,sCP15vpcbWEGqhNtFFd1AQ
14977,Gastropubs,sCP15vpcbWEGqhNtFFd1AQ
14978,Breakfast & Brunch,59UeMwoDGFyk2zW-qInNjw
14979,American (Traditional),59UeMwoDGFyk2zW-qInNjw
14980,Tapas Bars,mnPRnWnNLM5cdjGEteWy7w
14981,Mexican,ZOROJ4IV6V2sEAmh0v-w2A
14982,Italian,rhzxd7fYzQU620N3XzAiuQ
14983,Seafood,8x__4Jd-JMoWUYCkv6IJwA
